LocalizedTable,en,uk
@/Archivement_Event1212_Description,Discover the secret lying beneath the massive thundercloud.,"Відкрийте таємницю, що ховається під величезною грозовою хмарою."
@/Archivement_Event1223_Description,Uncover the secrets of the mysterious basement.,Розкрийте таємниці таємничого підвалу.
@/Archivement_Event1246_Description,Learn about the history of Paradiso.,Дізнайтеся про історію Paradiso.
@/Archivement_Event1250_Description,Lose a crew member at the mysterious campsite.,Втратити члена екіпажу в таємничому кемпінгу.
@/Archivement_Event1259_Description,Allow a crew member to join the Glowworms.,Дозвольте члену екіпажу приєднатися до Світлячих черв’яків.
@/Archivement_Event1266_Description,Leave the little girl behind.,Залиште маленьку дівчинку.
@/Archivement_Event1277_Description,Nobody gets left behind.,Ніхто не залишається позаду.
@/Archivement_Event1288_Description,Join the Order of the Sapphire Star.,Приєднайтеся до Ордена Сапфірової Зірки.
@/Archivement_Event1299_Description,Destroy the Order of the Sapphire Star.,Знищити Орден Сапфірової Зірки.
@/Archivement_Event1311_Description,Lose a crew member to the yawning abyss.,"Втратити члена екіпажу в безодні, що зяє."
@/Archivement_Event1318_Description,Reach the end of the haunted house.,Дійдіть до кінця будинку з привидами.
@/Archivement_Event1322_Description,Find the village of Henge.,Знайдіть село Хенге.
@/Archivement_Event1329_Description,Find the coffee factory.,Знайдіть кавову фабрику.
@/Archivement_Event1341_Description,Discover the secret of the Prophets Lodge diviners.,Відкрийте таємницю віщунів Ложі Пророків.
@/Archivement_Event1359_Description,Get revenge on the smuggler who double-crossed you.,"Помститься контрабандисту, який вас обдурив."
@/Archivement_Event1371_Description,Deliver the little boy's letter to his mother.,Доставте лист маленького хлопчика його матері.
@/Archivement_Event1375_Description,Realize that you've inadvertently eaten human flesh.,"Усвідомте, що ви ненавмисно з'їли людське м'ясо."
@/Archivement_Event1409_Description,Find the first leading man for your movie.,Знайдіть першого виконавця головної ролі у своєму фільмі.
@/Archivement_Event1417_Description,Find the second leading man for your movie.,Знайдіть другого виконавця головної ролі у своєму фільмі.
@/Archivement_Event1405_Description,Help the aspiring director shoot his movie.,Допоможіть режисеру-початківцю зняти свій фільм.
@/Archivement_Event1430_Description,Find the old mine owner's buried treasure.,Знайдіть закопаний скарб старого власника шахти.
@/Archivement_Event1434_Description,Tell the farmer to stay strong.,Скажи фермеру залишатися сильним.
@/Archivement_Event1445_Description,Attempt to destroy the other side of the world.,Спроба знищити іншу сторону світу.
@/Archivement_Event1455_Description,Rob a little old lady.,Пограбувати маленьку стареньку.
@/Archivement_Event1459_Description,Free a slave from slavers.,Звільнити раба від работорговців.
@/Archivement_Event252_Description,Start your Dustland journey.,Почніть свою подорож в Пилоземі.
@/Archivement_Event278_Description,Identify the mole.,Визначте родимку.
@/Archivement_Event283_Description,Side with Civitas.,На боці з Цивітас.
@/Archivement_Event289_Description,Enter the heart of Civitas.,Увійдіть у серце Цивітас.
@/Archivement_Event293_Description,Execute the prisoner without hesitation.,Стратити в'язня без вагань.
@/Archivement_Event305_Description,Free the prisoner from Civitas.,Звільнити в'язня з Цивітас.
@/Archivement_Event314_Description,Complete your first job for Civitas.,Виконайте свою першу роботу для Цивітас.
@/Archivement_Event404_Description,Rebuild Starlight City.,Відбудуйте Зоряне Місто.
@/Archivement_Event415_Description,Choose your own path.,Виберіть свій власний шлях.
@/Archivement_Event449_Description,Put a permanent end to the don's criminal career.,Покладіть назавжди кінець кримінальній кар'єрі дона.
@/Archivement_Event466_Description,"""Convince"" the bar patrons to vote for your candidate.",«Переконайте» відвідувачів Бару проголосувати за вашого кандидата.
@/Archivement_Event471_Description,Meet the librarian again.,Зустріньте знову бібліотекаря.
@/Archivement_Event474_Description,Outlive your usefulness.,Переживіть свою корисність.
@/Archivement_Event486_Description,Fix the ex-mayor's car.,Полагодити машину екс-мера.
@/Archivement_Event5010_Description,Free the people stuck in the broadcasting station.,"Звільніть людей, які застрягли в радіостанції."
@/Archivement_Event5021_Description,Climb the tower.,Піднятися на вежу.
@/Archivement_Event5033_Description,Help bring new life into the world.,Допоможіть принести у світ нове життя.
@/Archivement_Event5048_Description,Uncover critical data for research into the infected.,Розкрийте важливі дані для дослідження заражених.
@/Archivement_Event5069_Description,Get the villagers to swap their Holy Herb for food.,Попросіть жителів села обміняти свою Святу траву на їжу.
@/Archivement_Event5092_Description,Uncover the truth behind some highly unethical research.,"Розкрийте правду, що стоїть за деякими вкрай неетичними дослідженнями."
@/Archivement_Event5099_Description,Acquire a recording of a miraculous song.,Придбайте запис чудодійної пісні.
@/Archivement_Event5126_Description,Leave the young girl to die alongside her friend.,Залиште молоду дівчину помирати разом зі своїм другом.
@/Archivement_Event5130_Description,Help some ungrateful villagers.,Допоможіть деяким невдячним селянам.
@/Archivement_Event5150_Description,Figure out the lock combination.,Визначте комбінацію замка.
@/Archivement_Event5159_Description,Talk to the wolves.,Поговори з вовками.
@/Archivement_Event5163_Description,"Nice going, idiot.","Добре, ідіот."
@/Archivement_Event5179_Description,Discover the secret behind the vaccine.,Відкрийте секрет вакцини.
@/Archivement_Event5185_Description,Stick to your principles.,Дотримуйтеся своїх принципів.
@/Archivement_Event5186_Description,Display a complete lack of critical thinking skills.,Покажіть повну відсутність навичок критичного мислення.
@/Archivement_Event5200_Description,Help the circus put on the best darn show this town's ever seen.,"Допоможіть цирку влаштувати найкраще шоу, яке коли-небудь бачило це місто."
@/Archivement_Event5209_Description,Listen to a clown's joke.,Послухайте жарт клоуна.
@/Archivement_Event4016_Description,Deal with the hoodlums in Griddleville.,Розберіться з хуліганами в Гріддвілі.
@/Archivement_Event4029_Description,Collect what you're owed from Foxton.,"Отримайте від Фокстон те, що вам заборгували."
@/Archivement_Event4019_Description,Good things come to those who wait.,"Хороші речі приходять до тих, хто чекає."
@/Archivement_Event4047_Description,Keep the weapons for yourself.,Залиште зброю собі.
@/Archivement_Event4063_Description,Blow your cash on the slot machines.,Витратьте свої гроші на ігрових автоматах.
@/Archivement_Event4068_Description,Win twice at Blackjack.,Виграйте двічі в блекджек.
@/Archivement_Event4085_Description,Solve everybody's problems.,Вирішіть проблеми кожного.
@/Archivement_Event4098_Description,Sometimes violence really is the answer.,Іноді насильство справді є відповіддю.
@/Archivement_Event4123_Description,Save Homestead by giving them much-needed supplies.,"Врятуйте Садибу, передавши їм такі необхідні речі."
@/Archivement_Event4135_Description,Some things are worth more than scrap.,"Деякі речі коштують більше, ніж брухт."
@/Archivement_Event4146_Description,You're safe. For now.,Ви в безпеці. Поки що.
@/Archivement_TotalRecipe5_Description,Learn 5 recipes.,Вивчіть 5 рецептів.
@/Archivement_TotalRecipe30_Description,Learn 30 recipes.,Вивчіть 30 рецептів.
@/Archivement_TotalRecipe70_Description,Learn 70 recipes.,Вивчіть 70 рецептів.
@/Archivement_TotalRecipe100_Description,Learn 100 recipes.,Вивчіть 100 рецептів.
@/Archivement_TotalRecipe150_Description,Learn 150 recipes.,Вивчіть 150 рецептів.
@/Archivement_TotalFoodFail1_Description,Make 1 Inedible Food.,Зробіть 1 неїстівну їжу.
@/Archivement_TotalFoodFail10_Description,Make 10 Inedible Food.,Зробіть 10 неїстівних продуктів.
@/Archivement_TotalFoodFail100_Description,Make 100 Inedible Food.,Зробіть 100 неїстівних продуктів.
@/Archivement_Event9264_Description,Buy a mansion to retire from exploring the Dustlands.,"Придбайте особняк, щоб усамітнитися від дослідження Запилених земель."
@/Archivement_DungeonEnter_Description,Explore your first Ruin.,Вивчіть свою першу руїну.
@/Archivement_DungeonReward1_Description,Claim 1 Ruin exploration reward.,Претензія 1 Руїна розвідка винагороди.
@/Archivement_DungeonReward10_Description,Claim 10 Ruin exploration rewards.,Претензія 10 нагороди розбійних розбій.
@/Archivement_DungeonSmallChanllenger_Description,Fully explore a Small Ruin.,Повністю досліджуйте невелику руїну.
@/Archivement_DungeonMiddleChanllenger_Description,Fully explore a Medium Ruin.,Повністю вивчити середню руїну.
@/Archivement_DungeonLargeChanllenger_Description,Fully explore a Large Ruin.,Повністю досліджуйте велику руїну.
@/Archivement_RoadPlaner_Description,Plan a road.,Сплануйте дорогу.
@/Archivement_RoadBuilder1_Description,Build a road.,Збудуйте дорогу
@/Archivement_RoadBuilderTotal500_Description,Build 500km of roads.,Побудувати 500 км доріг.
@/Archivement_RoadBuilderTotal2000_Description,Build 2000km of roads.,Побудувати 2000 км доріг.
@/Archivement_RoadBuilderTotal5000_Description,Build 5000km of roads.,Побудувати 5000 км доріг.
@/Archivement_BossSlayer_Description,Defeat an Alpha infected.,Перемогти зараженого Альфу.
@/Archivement_TitanSlayer_Description,Defeat a Titan.,Перемогти титана.
@/Archivement_HordeSlayer_Description,Defeat an infected swarm.,Перемогти заражений рій.
@/Archivement_Event10121_Description,Acquire the first Headquarters password.,Придбайте перший пароль штабу.
@/Archivement_Event10066_Description,Acquire the second Headquarters password.,Придбайте пароль другого штабу.
@/Archivement_Event10063_Description,Stay at the Center for Disease Control for the rest of your life.,Залишайтеся в Центрі контролю захворювань на все життя.
@/Archivement_Event10228_Description,Remember who you are.,"Пам'ятайте, хто ви."
@/Archivement_Event11024_Description,Become a scab.,Станьте парчикою.
@/Archivement_Event10294_Description,Start a revolution in New Taranis.,Почніть революцію в Новому Таранісі.
@/Archivement_Event10376_Description,Deliver the formula for the cure to the Dustwolves.,Поставте формулу для ліки до сітків.
@/Archivement_Event10399_Description,Deliver the formula for the cure to the president.,Поставити формулу вилікування президенту.
@/Archivement_Event10398_Description,Earn your freedom from the Army of the Republic.,Заробіть свою свободу від армії Республіки.
