LocalizedMap,en,uk
RegionName_162,Turnabout Swamp,Turnabout Swamp
RegionName_163,Stuckboat Swamp,"Болото, що застрягло"
RegionName_164,Gatorbone Quagmire,Гаторбоун Кугмайр
RegionName_165,Rockshoal River,Річка Рокшол
RegionName_166,Bluesmear River,Річка Блюзмар
RegionName_167,Blackraven River,Річка Блекрейвен
RegionName_168,Still River,Все ще річка
RegionName_169,Foggy River,Туманна річка
RegionName_170,Moon River,Місячна річка
RegionName_171,Blackmoss Lake,Озеро Чорний Мох
RegionName_172,Embalmer River,Річка Бальзамувальник
RegionName_173,Undine River,Річка Ундина
RegionName_174,Nelumbo River,Річка Нелумбо
RegionName_175,Fishbelly River,Річка Фішбеллі
